Month,Day ,Hour,"Fresno, CA"
3,8,14,0.545815422
3,8,15,0.652560845
3,8,16,0.501238973
3,8,17,0.167169578
3,8,18,0
3,8,19,0
3,8,20,0
3,8,21,0
3,8,22,0
3,8,23,0
3,8,24,0
3,9,1,0
3,9,2,0
3,9,3,0
3,9,4,0
3,9,5,0
3,9,6,0
3,9,7,0
3,9,8,0.232093707
3,9,9,0.514686606
3,9,10,0.732039014
3,9,11,0.841993675
3,9,12,0.815516169
3,9,13,0.885785358
3,9,14,0.837678996
3,9,15,0.64201009
3,9,16,0.376591491
3,9,17,0.250141268
3,9,18,0.032850509
3,9,19,0
3,9,20,0
3,9,21,0
3,9,22,0
3,9,23,0
3,9,24,0
3,10,1,0
3,10,2,0
3,10,3,0
3,10,4,0
3,10,5,0
3,10,6,0
3,10,7,0
3,10,8,0.213686137
3,10,9,0.537558142
3,10,10,0.670275804
3,10,11,0.668607785
3,10,12,0.929113735
3,10,13,0.662358822
3,10,14,0.604036501
3,10,15,0.651449479
3,10,16,0.532859758
3,10,17,0.228405336
3,10,18,0.033393806
3,10,19,0
3,10,20,0
3,10,21,0
3,10,22,0
3,10,23,0
3,10,24,0
3,11,1,0
3,11,2,0
3,11,3,0
3,11,4,0
3,11,5,0
3,11,6,0
3,11,7,0
3,11,8,0.211211707
3,11,9,0.448493299
3,11,10,0.654895947
3,11,11,0.788787425
3,11,12,0.859898247
3,11,13,0.771630735
3,11,14,0.70102373
3,11,15,0.699629546
3,11,16,0.524114702
3,11,17,0.234269518
3,11,18,0.031767292
3,11,19,0
3,11,20,0
3,11,21,0
3,11,22,0
3,11,23,0
3,11,24,0
3,12,1,0
3,12,2,0
3,12,3,0
3,12,4,0
3,12,5,0
3,12,6,0
3,12,7,0
3,12,8,0.059181164
3,12,9,0.153245499
3,12,10,0.288722983
3,12,11,0.275596039
3,12,12,0.339286122
3,12,13,0.380077723
3,12,14,0.352087317
3,12,15,0.264996361
3,12,16,0.199129599
3,12,17,0.155741057
3,12,18,0.023801523
3,12,19,0
3,12,20,0
3,12,21,0
3,12,22,0
3,12,23,0
3,12,24,0
3,13,1,0
3,13,2,0
3,13,3,0
3,13,4,0
3,13,5,0
3,13,6,0
3,13,7,0
3,13,8,0.111374552
3,13,9,0.368771518
3,13,10,0.539966231
3,13,11,0.667769788
3,13,12,0.709987518
3,13,13,0.832498484
3,13,14,0.687418969
3,13,15,0.400067576
3,13,16,0.147594775
3,13,17,0.097062839
3,13,18,0.018570455
3,13,19,0
3,13,20,0
3,13,21,0
3,13,22,0
3,13,23,0
3,13,24,0
3,14,1,0
3,14,2,0
3,14,3,0
3,14,4,0
3,14,5,0
3,14,6,0
3,14,7,0
3,14,8,0.217700843
3,14,9,0.507107233
3,14,10,0.732168814
3,14,11,0.885575985
3,14,12,0.920441758
3,14,13,0.932712095
3,14,14,0.848739403
3,14,15,0.723524496
3,14,16,0.521611291
3,14,17,0.275374702
3,14,18,0.030116988
3,14,19,0
3,14,20,0
3,14,21,0
3,14,22,0
3,14,23,0
3,14,24,0
3,15,1,0
3,15,2,0
3,15,3,0
3,15,4,0
3,15,5,0
3,15,6,0
3,15,7,0
3,15,8,0.129104972
3,15,9,0.419555727
3,15,10,0.638185235
3,15,11,0.773247342
3,15,12,0.71376712
3,15,13,0.599311175
3,15,14,0.522449883
3,15,15,0.530930876
3,15,16,0.225824162
3,15,17,0.076498219
3,15,18,0.015431022
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,15,24,0
3,16,1,0
3,16,2,0
3,16,3,0
3,16,4,0
3,16,5,0
3,16,6,0
3,16,7,0.012097908
3,16,8,0.063968097
3,16,9,0.188064822
3,16,10,0.239486304
3,16,11,0.31097221
3,16,12,0.409015106
3,16,13,0.226337681
3,16,14,0.34209094
3,16,15,0.327593396
3,16,16,0.220551935
3,16,17,0.121008889
3,16,18,0.019423673
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,16,24,0
3,17,1,0
3,17,2,0
3,17,3,0
3,17,4,0
3,17,5,0
3,17,6,0
3,17,7,0.010485229
3,17,8,0.124647546
3,17,9,0.457990125
3,17,10,0.631130871
3,17,11,0.741514675
3,17,12,0.703692768
3,17,13,0.55174528
3,17,14,0.595657652
3,17,15,0.576032447
3,17,16,0.37489941
3,17,17,0.193499062
3,17,18,0.040546165
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,17,24,0
3,18,1,0
3,18,2,0
3,18,3,0
3,18,4,0
3,18,5,0
3,18,6,0
3,18,7,0.016779507
3,18,8,0.25553833
3,18,9,0.512176887
3,18,10,0.683802573
3,18,11,0.637808789
3,18,12,0.947801127
3,18,13,0.949469938
3,18,14,0.575372563
3,18,15,0.71677338
3,18,16,0.321786262
3,18,17,0.236911337
3,18,18,0.056345053
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,18,24,0
3,19,1,0
3,19,2,0
3,19,3,0
3,19,4,0
3,19,5,0
3,19,6,0
3,19,7,0.018863622
3,19,8,0.273631279
3,19,9,0.553197101
3,19,10,0.762442258
3,19,11,0.887612111
3,19,12,0.712784302
3,19,13,0.804008738
3,19,14,0.930956855
3,19,15,0.7452177
3,19,16,0.523048112
3,19,17,0.325369059
3,19,18,0.065178484
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,19,24,0
3,20,1,0
3,20,2,0
3,20,3,0
3,20,4,0
3,20,5,0
3,20,6,0
3,20,7,0.01957065
3,20,8,0.25776431
3,20,9,0.532155716
3,20,10,0.737772567
3,20,11,0.882843381
3,20,12,0.958782724
3,20,13,0.959849258
3,20,14,0.895135401
3,20,15,0.761545513
3,20,16,0.560619358
3,20,17,0.304586585
3,20,18,0.058096503
3,20,19,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,20,24,0
3,21,1,0
3,21,2,0
3,21,3,0
3,21,4,0
3,21,5,0
3,21,6,0
3,21,7,0.021262007
3,21,8,0.235096222
3,21,9,0.515232917
3,21,10,0.716510851
3,21,11,0.804312853
3,21,12,0.881726976
3,21,13,0.759678614
3,21,14,0.693637635
3,21,15,0.712827057
3,21,16,0.39299762
3,21,17,0.175499633
3,21,18,0.031171239
3,21,19,0
3,21,20,0
3,21,21,0
3,21,22,0
3,21,23,0
3,21,24,0
3,22,1,0
3,22,2,0
3,22,3,0
3,22,4,0
3,22,5,0
3,22,6,0
3,22,7,0.024858872
3,22,8,0.179336236
3,22,9,0.330595919
3,22,10,0.623037929
3,22,11,0.684857411
3,22,12,0.642893407
3,22,13,0.530193716
3,22,14,0.343415139
3,22,15,0.668071528
3,22,16,0.349359988
3,22,17,0.160379002
3,22,18,0.029938833
3,22,19,0
3,22,20,0
3,22,21,0
3,22,22,0
3,22,23,0
3,22,24,0
3,23,1,0
3,23,2,0
3,23,3,0
3,23,4,0
3,23,5,0
3,23,6,0
3,23,7,0.023947488
3,23,8,0.274697034
3,23,9,0.545483585
3,23,10,0.753993622
3,23,11,0.890321435
3,23,12,0.957558539
3,23,13,0.957457476
3,23,14,0.895265203
3,23,15,0.768785104
3,23,16,0.57358039
3,23,17,0.319688733
3,23,18,0.064753785
3,23,19,0
3,23,20,0
3,23,21,0
3,23,22,0
3,23,23,0
3,23,24,0
3,24,1,0
3,24,2,0
3,24,3,0
3,24,4,0
3,24,5,0
3,24,6,0
3,24,7,0.021642527
3,24,8,0.212798454
3,24,9,0.37259229
3,24,10,0.503708806
3,24,11,0.685613412
3,24,12,0.794884244
3,24,13,0.747007204
3,24,14,0.599596586
3,24,15,0.661128674
3,24,16,0.323299262
3,24,17,0.146457598
3,24,18,0.041804367
3,24,19,0
3,24,20,0
3,24,21,0
3,24,22,0
3,24,23,0
3,24,24,0
3,25,1,0
3,25,2,0
3,25,3,0
3,25,4,0
3,25,5,0
3,25,6,0
3,25,7,0.028561941
3,25,8,0.276971714
3,25,9,0.544305565
3,25,10,0.748352249
3,25,11,0.886680514
3,25,12,0.951661135
3,25,13,0.952486695
3,25,14,0.894101338
3,25,15,0.769681384
3,25,16,0.57651456
3,25,17,0.292032056
3,25,18,0.059245745
3,25,19,0
3,25,20,0
3,25,21,0
3,25,22,0
3,25,23,0
3,25,24,0
3,26,1,0
3,26,2,0
3,26,3,0
3,26,4,0
3,26,5,0
3,26,6,0
3,26,7,0.009108741
3,26,8,0.097339504
3,26,9,0.324923029
3,26,10,0.596010696
3,26,11,0.650323153
3,26,12,0.963072708
3,26,13,0.920113021
3,26,14,0.882036052
3,26,15,0.741948376
3,26,16,0.539880235
3,26,17,0.273425416
3,26,18,0.046488273
3,26,19,0
3,26,20,0
3,26,21,0
3,26,22,0
3,26,23,0
3,26,24,0
3,27,1,0
3,27,2,0
3,27,3,0
3,27,4,0
3,27,5,0
3,27,6,0
3,27,7,0.027934843
3,27,8,0.254060664
3,27,9,0.51812678
3,27,10,0.71905521
3,27,11,0.857229078
3,27,12,0.925088382
3,27,13,0.922155627
3,27,14,0.856285489
3,27,15,0.722725777
3,27,16,0.526250179
3,27,17,0.280857981
3,27,18,0.051903055
3,27,19,0
3,27,20,0
3,27,21,0
3,27,22,0
3,27,23,0
3,27,24,0
3,28,1,0
3,28,2,0
3,28,3,0
3,28,4,0
3,28,5,0
3,28,6,0
3,28,7,0.035209666
3,28,8,0.267097153
3,28,9,0.523344129
3,28,10,0.720478224
3,28,11,0.854939937
3,28,12,0.923898666
3,28,13,0.92072834
3,28,14,0.852740497
3,28,15,0.723747057
3,28,16,0.529356702
3,28,17,0.287206214
3,28,18,0.054939359
3,28,19,0
3,28,20,0
3,28,21,0
3,28,22,0
3,28,23,0
3,28,24,0
3,29,1,0
3,29,2,0
3,29,3,0
3,29,4,0
3,29,5,0
3,29,6,0
3,29,7,0.037821839
3,29,8,0.270106892
3,29,9,0.52536203
3,29,10,0.718639213
3,29,11,0.848092875
3,29,12,0.911226447
3,29,13,0.90698796
3,29,14,0.843770951
3,29,15,0.719038673
3,29,16,0.527717588
3,29,17,0.288427723
3,29,18,0.055672458
3,29,19,0
3,29,20,0
3,29,21,0
3,29,22,0
3,29,23,0
3,29,24,0
3,30,1,0
3,30,2,0
3,30,3,0
3,30,4,0
3,30,5,0
3,30,6,0
3,30,7,0.046226335
3,30,8,0.296302188
3,30,9,0.553651326
3,30,10,0.743922832
3,30,11,0.869151219
3,30,12,0.929246992
3,30,13,0.923837604
3,30,14,0.861260793
3,30,15,0.699460031
3,30,16,0.539139562
3,30,17,0.287139707
3,30,18,0.064407599
3,30,19,0
3,30,20,0
3,30,21,0
3,30,22,0
3,30,23,0
3,30,24,0
3,31,1,0
3,31,2,0
3,31,3,0
3,31,4,0
3,31,5,0
3,31,6,0
3,31,7,0.041552911
3,31,8,0.230369569
3,31,9,0.480696153
3,31,10,0.675207298
3,31,11,0.815347075
3,31,12,0.89478703
3,31,13,0.84751567
3,31,14,0.805356149
3,31,15,0.655273283
3,31,16,0.506626874
3,31,17,0.283231489
3,31,18,0.060860483
3,31,19,0
3,31,20,0
3,31,21,0
3,31,22,0
3,31,23,0
3,31,24,0
4,1,1,0
4,1,2,0
4,1,3,0
4,1,4,0
4,1,5,0
4,1,6,0
4,1,7,0.0365914
4,1,8,0.254465084
4,1,9,0.509564246
4,1,10,0.709364652
4,1,11,0.846145848
4,1,12,0.910629461
4,1,13,0.907610307
4,1,14,0.842164948
4,1,15,0.707310844
4,1,16,0.508733179
4,1,17,0.266799387
4,1,18,0.048262633
4,1,19,0
4,1,20,0
4,1,21,0
4,1,22,0
4,1,23,0
4,1,24,0
4,2,1,0
4,2,2,0
4,2,3,0
4,2,4,0
4,2,5,0
4,2,6,0
4,2,7,0.040161176
4,2,8,0.263535747
4,2,9,0.517087128
4,2,10,0.716117989
4,2,11,0.849322124
4,2,12,0.912972528
4,2,13,0.907872004
4,2,14,0.841687299
4,2,15,0.710355623
4,2,16,0.514937367
4,2,17,0.272166556
4,2,18,0.051606157
4,2,19,0
4,2,20,0
4,2,21,0
4,2,22,0
4,2,23,0
4,2,24,0
4,3,1,0
4,3,2,0
4,3,3,0
4,3,4,0
4,3,5,0
4,3,6,0
4,3,7,0.054691733
4,3,8,0.316821664
4,3,9,0.578861907
4,3,10,0.775029645
4,3,11,0.900470602
4,3,12,0.957289571
4,3,13,0.949177266
4,3,14,0.883692247
4,3,15,0.755668255
4,3,16,0.566371568
4,3,17,0.321085695
4,3,18,0.06742918
4,3,19,0
4,3,20,0
4,3,21,0
4,3,22,0
4,3,23,0
4,3,24,0
4,4,1,0
4,4,2,0
4,4,3,0
4,4,4,0
4,4,5,0
4,4,6,0
4,4,7,0.047325941
4,4,8,0.28288278
4,4,9,0.535040925
4,4,10,0.72661724
4,4,11,0.85635147
4,4,12,0.913480104
4,4,13,0.910285723
4,4,14,0.843430127
4,4,15,0.716168956
4,4,16,0.527742096
4,4,17,0.288713011
4,4,18,0.056787709
4,4,19,0
4,4,20,0
4,4,21,0
4,4,22,0
4,4,23,0
4,4,24,0
4,5,1,0
4,5,2,0
4,5,3,0
4,5,4,0
4,5,5,0
4,5,6,0
4,5,7,0.047407091
4,5,8,0.290771329
4,5,9,0.529677729
4,5,10,0.700477018
4,5,11,0.8169246
4,5,12,0.881148094
4,5,13,0.890294104
4,5,14,0.815250616
4,5,15,0.688581865
4,5,16,0.404938449
4,5,17,0.29354089
4,5,18,0.062871275
4,5,19,0
4,5,20,0
4,5,21,0
4,5,22,0
4,5,23,0
4,5,24,0
4,6,1,0
4,6,2,0
4,6,3,0
4,6,4,0
4,6,5,0
4,6,6,0
4,6,7,0.031887967
4,6,8,0.080029797
4,6,9,0.168406441
4,6,10,0.334520014
4,6,11,0.314164868
4,6,12,0.326481542
4,6,13,0.356812393
4,6,14,0.503339898
4,6,15,0.423027628
4,6,16,0.409497949
4,6,17,0.161604353
4,6,18,0.040615188
4,6,19,0
4,6,20,0
4,6,21,0
4,6,22,0
4,6,23,0
4,6,24,0
4,7,1,0
4,7,2,0
4,7,3,0
4,7,4,0
4,7,5,0
4,7,6,0
4,7,7,0.020462369
4,7,8,0.200921019
4,7,9,0.498330016
4,7,10,0.654090572
4,7,11,0.851398929
4,7,12,0.873381077
4,7,13,0.657848485
4,7,14,0.713761325
4,7,15,0.702631627
4,7,16,0.560439357
4,7,17,0.308938876
4,7,18,0.067658936
4,7,19,0
4,7,20,0
4,7,21,0
4,7,22,0
4,7,23,0
4,7,24,0
4,8,1,0
4,8,2,0
4,8,3,0
4,8,4,0
4,8,5,0
4,8,6,0
4,8,7,0.058087133
4,8,8,0.30870444
4,8,9,0.568033688
4,8,10,0.763867778
4,8,11,0.903850692
4,8,12,0.974407266
4,8,13,0.976828119
4,8,14,0.908763103
4,8,15,0.729296687
4,8,16,0.526642864
4,8,17,0.29619991
4,8,18,0.058079337
4,8,19,0
4,8,20,0
4,8,21,0
4,8,22,0
4,8,23,0
4,8,24,0
4,9,1,0
4,9,2,0
4,9,3,0
4,9,4,0
4,9,5,0
4,9,6,0
4,9,7,0.064613375
4,9,8,0.307601716
4,9,9,0.540229059
4,9,10,0.707541765
4,9,11,0.817386137
4,9,12,0.898696096
4,9,13,0.871747161
4,9,14,0.822414483
4,9,15,0.596968886
4,9,16,0.517066091
4,9,17,0.283186956
4,9,18,0.062874098
4,9,19,0
4,9,20,0
4,9,21,0
4,9,22,0
4,9,23,0
4,9,24,0
4,10,1,0
4,10,2,0
4,10,3,0
4,10,4,0
4,10,5,0
4,10,6,0
4,10,7,0.062304112
4,10,8,0.312752471
4,10,9,0.561570518
4,10,10,0.749001798
4,10,11,0.881181527
4,10,12,0.945304712
4,10,13,0.941016137
4,10,14,0.879231379
4,10,15,0.751324853
4,10,16,0.559105792
4,10,17,0.312095675
4,10,18,0.064054206
4,10,19,0
4,10,20,0
4,10,21,0
4,10,22,0
4,10,23,0
4,10,24,0
4,11,1,0
4,11,2,0
4,11,3,0
4,11,4,0
4,11,5,0
4,11,6,0
4,11,7,0.071721535
4,11,8,0.339842701
4,11,9,0.598094773
4,11,10,0.788079945
4,11,11,0.914438421
4,11,12,0.9729696
4,11,13,0.967587099
4,11,14,0.901400763
4,11,15,0.768518068
4,11,16,0.576473117
4,11,17,0.32785445
4,11,18,0.069276725
4,11,19,0
4,11,20,0
4,11,21,0
4,11,22,0
4,11,23,0
4,11,24,0
4,12,1,0
4,12,2,0
4,12,3,0
4,12,4,0
4,12,5,0
4,12,6,0
4,12,7,0.073318869
4,12,8,0.339886134
4,12,9,0.594726125
4,12,10,0.782052738
4,12,11,0.90486834
4,12,12,0.962203465
4,12,13,0.955017617
4,12,14,0.885807562
4,12,15,0.753817831
4,12,16,0.563753619
4,12,17,0.318020291
4,12,18,0.067180149
4,12,19,0
4,12,20,0
4,12,21,0
4,12,22,0
4,12,23,0
4,12,24,0
4,13,1,0
4,13,2,0
4,13,3,0
4,13,4,0
4,13,5,0
4,13,6,0
4,13,7,0.059043446
4,13,8,0.211579164
4,13,9,0.451053859
4,13,10,0.34943235
4,13,11,0.375801098
4,13,12,0.362275816
4,13,13,0.413676189
4,13,14,0.424218047
4,13,15,0.245246621
4,13,16,0.197979012
4,13,17,0.166338554
4,13,18,0.041969948
4,13,19,0
4,13,20,0
4,13,21,0
4,13,22,0
4,13,23,0
4,13,24,0
4,14,1,0
4,14,2,0
4,14,3,0
4,14,4,0
4,14,5,0
4,14,6,0
4,14,7,0.052720215
4,14,8,0.158341374
4,14,9,0.277442318
4,14,10,0.301691983
4,14,11,0.523640778
4,14,12,0.634847452
4,14,13,0.803882118
4,14,14,0.552302138
4,14,15,0.337857603
4,14,16,0.168054358
4,14,17,0.135871597
4,14,18,0.035877922
4,14,19,0
4,14,20,0
4,14,21,0
4,14,22,0
4,14,23,0
4,14,24,0
4,15,1,0
4,15,2,0
4,15,3,0
4,15,4,0
4,15,5,0
4,15,6,0
4,15,7,0.062833327
4,15,8,0.294842153
4,15,9,0.526055049
4,15,10,0.723532421
4,15,11,0.6575625
4,15,12,0.55475733
4,15,13,0.442153233
4,15,14,0.58151079
4,15,15,0.73702876
4,15,16,0.467083716
4,15,17,0.309755727
4,15,18,0.066056727
4,15,19,0
4,15,20,0
4,15,21,0
4,15,22,0
4,15,23,0
4,15,24,0
4,16,1,0
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0
4,16,7,0.08207943
4,16,8,0.34783783
4,16,9,0.592852378
4,16,10,0.777564674
4,16,11,0.898321693
4,16,12,0.952571063
4,16,13,0.9451351
4,16,14,0.882505354
4,16,15,0.756285405
4,16,16,0.56717435
4,16,17,0.327087114
4,16,18,0.06865217
4,16,19,0
4,16,20,0
4,16,21,0
4,16,22,0
4,16,23,0
4,16,24,0
4,17,1,0
4,17,2,0
4,17,3,0
4,17,4,0
4,17,5,0
4,17,6,0
4,17,7,0.024201416
4,17,8,0.149972712
4,17,9,0.200741861
4,17,10,0.210873522
4,17,11,0.515726488
4,17,12,0.768675104
4,17,13,0.748025026
4,17,14,0.889018998
4,17,15,0.679337825
4,17,16,0.480283309
4,17,17,0.246742347
4,17,18,0.05769231
4,17,19,0
4,17,20,0
4,17,21,0
4,17,22,0
4,17,23,0
4,17,24,0
4,18,1,0
4,18,2,0
4,18,3,0
4,18,4,0
4,18,5,0
4,18,6,0
4,18,7,0.083492015
4,18,8,0.323291819
4,18,9,0.599883118
4,18,10,0.584584278
4,18,11,0.912513489
4,18,12,0.989866558
4,18,13,0.969174118
4,18,14,0.777067388
4,18,15,0.594300718
4,18,16,0.439004546
4,18,17,0.245745565
4,18,18,0.067988894
4,18,19,0
4,18,20,0
4,18,21,0
4,18,22,0
4,18,23,0
4,18,24,0
4,19,1,0
4,19,2,0
4,19,3,0
4,19,4,0
4,19,5,0
4,19,6,0
4,19,7,0.086705234
4,19,8,0.351580009
4,19,9,0.607817512
4,19,10,0.790116537
4,19,11,0.913303086
4,19,12,0.973784663
4,19,13,0.969721534
4,19,14,0.899623567
4,19,15,0.766529441
4,19,16,0.571562222
4,19,17,0.323627665
4,19,18,0.069115893
4,19,19,0
4,19,20,0
4,19,21,0
4,19,22,0
4,19,23,0
4,19,24,0
4,20,1,0
4,20,2,0
4,20,3,0
4,20,4,0
4,20,5,0
4,20,6,0
4,20,7,0.027572878
4,20,8,0.228917831
4,20,9,0.402681241
4,20,10,0.46282232
4,20,11,0.487661215
4,20,12,0.64641888
4,20,13,0.3278399
4,20,14,0.348042667
4,20,15,0.298514437
4,20,16,0.140962205
4,20,17,0.113001645
4,20,18,0.03521549
4,20,19,0
4,20,20,0
4,20,21,0
4,20,22,0
4,20,23,0
4,20,24,0
4,21,1,0
4,21,2,0
4,21,3,0
4,21,4,0
4,21,5,0
4,21,6,0
4,21,7,0.095840504
4,21,8,0.375553293
4,21,9,0.635821577
4,21,10,0.827729203
4,21,11,0.950138894
4,21,12,0.968268248
4,21,13,0.959286759
4,21,14,0.874338787
4,21,15,0.745281231
4,21,16,0.542525759
4,21,17,0.337670452
4,21,18,0.073611621
4,21,19,0
4,21,20,0
4,21,21,0
4,21,22,0
4,21,23,0
4,21,24,0
4,22,1,0
4,22,2,0
4,22,3,0
4,22,4,0
4,22,5,0
4,22,6,0
4,22,7,0.08714507
4,22,8,0.287724954
4,22,9,0.408901749
4,22,10,0.685399281
4,22,11,0.58093812
4,22,12,0.783551005
4,22,13,0.810147826
4,22,14,0.814843888
4,22,15,0.411695195
4,22,16,0.38160892
4,22,17,0.23816697
4,22,18,0.059284166
4,22,19,0
4,22,20,0
4,22,21,0
4,22,22,0
4,22,23,0
4,22,24,0
4,23,1,0
4,23,2,0
4,23,3,0
4,23,4,0
4,23,5,0
4,23,6,0
4,23,7,0.09466548
4,23,8,0.358074469
4,23,9,0.526114939
4,23,10,0.754270346
4,23,11,0.7845966
4,23,12,0.744457307
4,23,13,0.413054323
4,23,14,0.365061822
4,23,15,0.699505581
4,23,16,0.402907218
4,23,17,0.294434282
4,23,18,0.062709741
4,23,19,0
4,23,20,0
4,23,21,0
4,23,22,0
4,23,23,0
4,23,24,0
4,24,1,0
4,24,2,0
4,24,3,0
4,24,4,0
4,24,5,0
4,24,6,0
4,24,7,0.087836566
4,24,8,0.333963169
4,24,9,0.575948516
4,24,10,0.740714557
4,24,11,0.880626331
4,24,12,0.88591491
4,24,13,0.827244686
4,24,14,0.748643359
4,24,15,0.751780171
4,24,16,0.404966491
4,24,17,0.29981915
4,24,18,0.06156379
4,24,19,0
4,24,20,0
4,24,21,0
4,24,22,0
4,24,23,0
4,24,24,0
4,25,1,0
4,25,2,0
4,25,3,0
4,25,4,0
4,25,5,0
4,25,6,0
4,25,7,0.089965617
4,25,8,0.35462858
4,25,9,0.603280909
4,25,10,0.793751166
4,25,11,0.889324457
4,25,12,0.917640643
4,25,13,0.904512585
4,25,14,0.832103555
4,25,15,0.742965819
4,25,16,0.541715187
4,25,17,0.304974136
4,25,18,0.066249336
4,25,19,0
4,25,20,0
4,25,21,0
4,25,22,0
4,25,23,0
4,25,24,0
4,26,1,0
4,26,2,0
4,26,3,0
4,26,4,0
4,26,5,0
4,26,6,0
4,26,7,0.085240566
4,26,8,0.349191382
4,26,9,0.585656084
4,26,10,0.793214214
4,26,11,0.892428441
4,26,12,0.928268289
4,26,13,0.972128871
4,26,14,0.862378107
4,26,15,0.725053832
4,26,16,0.375021246
4,26,17,0.343773526
4,26,18,0.060684489
4,26,19,0
4,26,20,0
4,26,21,0
4,26,22,0
4,26,23,0
4,26,24,0
4,27,1,0
4,27,2,0
4,27,3,0
4,27,4,0
4,27,5,0
4,27,6,0
4,27,7,0.092042323
4,27,8,0.346252183
4,27,9,0.583453166
4,27,10,0.763644947
4,27,11,0.884885733
4,27,12,0.938381882
4,27,13,0.925616445
4,27,14,0.856748321
4,27,15,0.726364495
4,27,16,0.535269464
4,27,17,0.299728032
4,27,18,0.064918058
4,27,19,0
4,27,20,0
4,27,21,0
4,27,22,0
4,27,23,0
4,27,24,0
4,28,1,0
4,28,2,0
4,28,3,0
4,28,4,0
4,28,5,0
4,28,6,0
4,28,7,0.102538293
4,28,8,0.371145953
4,28,9,0.611594218
4,28,10,0.78768262
4,28,11,0.902495869
4,28,12,0.954648369
4,28,13,0.946264658
4,28,14,0.876447864
4,28,15,0.750277853
4,28,16,0.563899032
4,28,17,0.323368869
4,28,18,0.070599567
4,28,19,0
4,28,20,0
4,28,21,0
4,28,22,0
4,28,23,0
4,28,24,0
4,29,1,0
4,29,2,0
4,29,3,0
4,29,4,0
4,29,5,0
4,29,6,0
4,29,7,0.09829304
4,29,8,0.345607832
4,29,9,0.591029426
4,29,10,0.774818388
4,29,11,0.885451266
4,29,12,0.924568426
4,29,13,0.906301835
4,29,14,0.834325347
4,29,15,0.698416636
4,29,16,0.508384457
4,29,17,0.27824282
4,29,18,0.06114875
4,29,19,0
4,29,20,0
4,29,21,0
4,29,22,0
4,29,23,0
4,29,24,0
4,30,1,0
4,30,2,0
4,30,3,0
4,30,4,0
4,30,5,0
4,30,6,0
4,30,7,0.10266692
4,30,8,0.364715197
4,30,9,0.599273648
4,30,10,0.772046601
4,30,11,0.88358392
4,30,12,0.893494118
4,30,13,0.9073756
4,30,14,0.803669781
4,30,15,0.716467156
4,30,16,0.538529443
4,30,17,0.305330433
4,30,18,0.06723171
4,30,19,0
4,30,20,0
4,30,21,0
4,30,22,0
4,30,23,0
4,30,24,0
5,1,1,0
5,1,2,0
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,0
5,1,7,0.101927005
5,1,8,0.355011341
5,1,9,0.589848
5,1,10,0.761379574
5,1,11,0.867671318
5,1,12,0.913298936
5,1,13,0.900553929
5,1,14,0.836416846
5,1,15,0.715433856
5,1,16,0.538546241
5,1,17,0.308308142
5,1,18,0.06847408
5,1,19,0
5,1,20,0
5,1,21,0
5,1,22,0
5,1,23,0
5,1,24,0
5,2,1,0
5,2,2,0
5,2,3,0
5,2,4,0
5,2,5,0
5,2,6,0
5,2,7,0.106042182
5,2,8,0.367276453
5,2,9,0.598589905
5,2,10,0.766355389
5,2,11,0.874404282
5,2,12,0.920058336
5,2,13,0.906073014
5,2,14,0.839526642
5,2,15,0.717560774
5,2,16,0.536911183
5,2,17,0.310256534
5,2,18,0.06953379
5,2,19,0
5,2,20,0
5,2,21,0
5,2,22,0
5,2,23,0
5,2,24,0
5,3,1,0
5,3,2,0
5,3,3,0
5,3,4,0
5,3,5,0
5,3,6,0
5,3,7,0.101933233
5,3,8,0.351626807
5,3,9,0.57945952
5,3,10,0.746725278
5,3,11,0.855502165
5,3,12,0.901395355
5,3,13,0.889307572
5,3,14,0.823021739
5,3,15,0.701563267
5,3,16,0.521876975
5,3,17,0.29605256
5,3,18,0.066715904
5,3,19,0
5,3,20,0
5,3,21,0
5,3,22,0
5,3,23,0
5,3,24,0
5,4,1,0
5,4,2,0
5,4,3,0
5,4,4,0
5,4,5,0
5,4,6,0
5,4,7,0.104297596
5,4,8,0.358932808
5,4,9,0.59231282
5,4,10,0.768493481
5,4,11,0.876840261
5,4,12,0.922716305
5,4,13,0.908080341
5,4,14,0.842909383
5,4,15,0.703215621
5,4,16,0.527222816
5,4,17,0.292383517
5,4,18,0.070082772
5,4,19,0
5,4,20,0
5,4,21,0
5,4,22,0
5,4,23,0
5,4,24,0
5,5,1,0
5,5,2,0
5,5,3,0
5,5,4,0
5,5,5,0
5,5,6,0
5,5,7,0.115670702
5,5,8,0.370596008
5,5,9,0.564498025
5,5,10,0.727553904
5,5,11,0.840928716
5,5,12,0.925633806
5,5,13,0.91662918
5,5,14,0.848597388
5,5,15,0.722323406
5,5,16,0.543156002
5,5,17,0.308136598
5,5,18,0.069779334
5,5,19,0
5,5,20,0
5,5,21,0
5,5,22,0
