Month,Day ,Hour,"Worchester, MA"
3,7,20,0
3,7,21,0
3,7,22,0
3,7,23,0
3,7,24,0
3,8,1,0
3,8,2,0
3,8,3,0
3,8,4,0
3,8,5,0
3,8,6,0
3,8,7,0
3,8,8,0.24752024
3,8,9,0.63631942
3,8,10,0.703287741
3,8,11,0.633338017
3,8,12,0.763626029
3,8,13,0.716248399
3,8,14,0.532007311
3,8,15,0.353205647
3,8,16,0.107703993
3,8,17,0
3,8,18,0
3,8,19,0
3,8,20,0
3,8,21,0
3,8,22,0
3,8,23,0
3,8,24,0
3,9,1,0
3,9,2,0
3,9,3,0
3,9,4,0
3,9,5,0
3,9,6,0
3,9,7,0
3,9,8,0.155908655
3,9,9,0.204486805
3,9,10,0.750995033
3,9,11,0.986155633
3,9,12,0.943566547
3,9,13,0.855137035
3,9,14,0.547466734
3,9,15,0.417435797
3,9,16,0.144748844
3,9,17,0
3,9,18,0
3,9,19,0
3,9,20,0
3,9,21,0
3,9,22,0
3,9,23,0
3,9,24,0
3,10,1,0
3,10,2,0
3,10,3,0
3,10,4,0
3,10,5,0
3,10,6,0
3,10,7,0
3,10,8,0.506741876
3,10,9,0.751884204
3,10,10,0.904222479
3,10,11,0.974065756
3,10,12,0.961480829
3,10,13,0.858112042
3,10,14,0.691964004
3,10,15,0.447369255
3,10,16,0.150003253
3,10,17,0
3,10,18,0
3,10,19,0
3,10,20,0
3,10,21,0
3,10,22,0
3,10,23,0
3,10,24,0
3,11,1,0
3,11,2,0
3,11,3,0
3,11,4,0
3,11,5,0
3,11,6,0
3,11,7,0
3,11,8,0.433858474
3,11,9,0.71812145
3,11,10,0.86857724
3,11,11,0.89763982
3,11,12,0.855359831
3,11,13,0.758127028
3,11,14,0.578603786
3,11,15,0.393284945
3,11,16,0.143810741
3,11,17,0
3,11,18,0
3,11,19,0
3,11,20,0
3,11,21,0
3,11,22,0
3,11,23,0
3,11,24,0
3,12,1,0
3,12,2,0
3,12,3,0
3,12,4,0
3,12,5,0
3,12,6,0
3,12,7,0
3,12,8,0.07117716
3,12,9,0.158109256
3,12,10,0.225611942
3,12,11,0.308183749
3,12,12,0.295800648
3,12,13,0.347115392
3,12,14,0.276022153
3,12,15,0.250516809
3,12,16,0.109567615
3,12,17,0
3,12,18,0
3,12,19,0
3,12,20,0
3,12,21,0
3,12,22,0
3,12,23,0
3,12,24,0
3,13,1,0
3,13,2,0
3,13,3,0
3,13,4,0
3,13,5,0
3,13,6,0
3,13,7,0
3,13,8,0.532249364
3,13,9,0.79558746
3,13,10,0.936444924
3,13,11,0.99455084
3,13,12,0.972150816
3,13,13,0.879179589
3,13,14,0.702350555
3,13,15,0.411196362
3,13,16,0.151120109
3,13,17,0
3,13,18,0
3,13,19,0
3,13,20,0
3,13,21,0
3,13,22,0
3,13,23,0
3,13,24,0
3,14,1,0
3,14,2,0
3,14,3,0
3,14,4,0
3,14,5,0
3,14,6,0
3,14,7,0
3,14,8,0.47281543
3,14,9,0.779291107
3,14,10,0.91830449
3,14,11,0.964994494
3,14,12,0.933241221
3,14,13,0.840689717
3,14,14,0.668351554
3,14,15,0.407521402
3,14,16,0.142956625
3,14,17,0
3,14,18,0
3,14,19,0
3,14,20,0
3,14,21,0
3,14,22,0
3,14,23,0
3,14,24,0
3,15,1,0
3,15,2,0
3,15,3,0
3,15,4,0
3,15,5,0
3,15,6,0
3,15,7,0
3,15,8,0.03836854
3,15,9,0.125507563
3,15,10,0.299505848
3,15,11,0.28151465
3,15,12,0.366015996
3,15,13,0.314578789
3,15,14,0.309046296
3,15,15,0.413985573
3,15,16,0.142567404
3,15,17,0
3,15,18,0
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,15,24,0
3,16,1,0
3,16,2,0
3,16,3,0
3,16,4,0
3,16,5,0
3,16,6,0
3,16,7,0.078856976
3,16,8,0.433167049
3,16,9,0.56792236
3,16,10,0.829113234
3,16,11,0.877574494
3,16,12,0.862083199
3,16,13,0.818788244
3,16,14,0.693856891
3,16,15,0.446248775
3,16,16,0.153312186
3,16,17,0
3,16,18,0
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,16,24,0
3,17,1,0
3,17,2,0
3,17,3,0
3,17,4,0
3,17,5,0
3,17,6,0
3,17,7,0.04177889
3,17,8,0.249335999
3,17,9,0.441003677
3,17,10,0.629767073
3,17,11,0.784101772
3,17,12,0.828616141
3,17,13,0.735481726
3,17,14,0.598948725
3,17,15,0.388242527
3,17,16,0.140062606
3,17,17,0
3,17,18,0
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,17,24,0
3,18,1,0
3,18,2,0
3,18,3,0
3,18,4,0
3,18,5,0
3,18,6,0
3,18,7,0.016816789
3,18,8,0.072621563
3,18,9,0.156452481
3,18,10,0.193140637
3,18,11,0.326231886
3,18,12,0.691595036
3,18,13,0.259126855
3,18,14,0.155838275
3,18,15,0.095397155
3,18,16,0.053044446
3,18,17,0
3,18,18,0
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,18,24,0
3,19,1,0
3,19,2,0
3,19,3,0
3,19,4,0
3,19,5,0
3,19,6,0
3,19,7,0.022561851
3,19,8,0.102077848
3,19,9,0.306369244
3,19,10,0.493212398
3,19,11,0.824563626
3,19,12,0.914375331
3,19,13,0.799293252
3,19,14,0.666264726
3,19,15,0.435530086
3,19,16,0.157184703
3,19,17,0
3,19,18,0
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,19,24,0
3,20,1,0
3,20,2,0
3,20,3,0
3,20,4,0
3,20,5,0
3,20,6,0
3,20,7,0.22925284
3,20,8,0.569331997
3,20,9,0.798343021
3,20,10,0.863775924
3,20,11,0.554583654
3,20,12,0.431667818
3,20,13,0.430596559
3,20,14,0.310323344
3,20,15,0.258874269
3,20,16,0.124342729
3,20,17,0
3,20,18,0
3,20,19,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,20,24,0
3,21,1,0
3,21,2,0
3,21,3,0
3,21,4,0
3,21,5,0
3,21,6,0
3,21,7,0.020983742
3,21,8,0.118012802
3,21,9,0.195608214
3,21,10,0.309960815
3,21,11,0.369058038
3,21,12,0.373669122
3,21,13,0.38142545
3,21,14,0.38429637
3,21,15,0.277097509
3,21,16,0.112564848
3,21,17,0
3,21,18,0
3,21,19,0
3,21,20,0
3,21,21,0
3,21,22,0
3,21,23,0
3,21,24,0
3,22,1,0
3,22,2,0
3,22,3,0
3,22,4,0
3,22,5,0
3,22,6,0
3,22,7,0.269577555
3,22,8,0.559093316
3,22,9,0.834321583
3,22,10,0.968786971
3,22,11,1.024479825
3,22,12,0.999505422
3,22,13,0.88841648
3,22,14,0.640715716
3,22,15,0.421486754
3,22,16,0.152963299
3,22,17,0
3,22,18,0
3,22,19,0
3,22,20,0
3,22,21,0
3,22,22,0
3,22,23,0
3,22,24,0
3,23,1,0
3,23,2,0
3,23,3,0
3,23,4,0
3,23,5,0
3,23,6,0
3,23,7,0.194672056
3,23,8,0.54878547
3,23,9,0.738429387
3,23,10,0.875624452
3,23,11,0.987220302
3,23,12,0.867996488
3,23,13,0.79122407
3,23,14,0.648937158
3,23,15,0.347490946
3,23,16,0.157864056
3,23,17,0
3,23,18,0
3,23,19,0
3,23,20,0
3,23,21,0
3,23,22,0
3,23,23,0
3,23,24,0
3,24,1,0
3,24,2,0
3,24,3,0
3,24,4,0
3,24,5,0
3,24,6,0
3,24,7,0.046609409
3,24,8,0.144008772
3,24,9,0.285095971
3,24,10,0.463962362
3,24,11,0.55809115
3,24,12,0.343299842
3,24,13,0.418767361
3,24,14,0.213149682
3,24,15,0.235590737
3,24,16,0.120464857
3,24,17,0
3,24,18,0
3,24,19,0
3,24,20,0
3,24,21,0
3,24,22,0
3,24,23,0
3,24,24,0
3,25,1,0
3,25,2,0
3,25,3,0
3,25,4,0
3,25,5,0
3,25,6,0
3,25,7,0.022815013
3,25,8,0.073407677
3,25,9,0.188199112
3,25,10,0.636743392
3,25,11,0.347143204
3,25,12,0.41049638
3,25,13,0.61381399
3,25,14,0.51263333
3,25,15,0.409147797
3,25,16,0.162322936
3,25,17,0
3,25,18,0
3,25,19,0
3,25,20,0
3,25,21,0
3,25,22,0
3,25,23,0
3,25,24,0
3,26,1,0
3,26,2,0
3,26,3,0
3,26,4,0
3,26,5,0
3,26,6,0
3,26,7,0.087185632
3,26,8,0.376810543
3,26,9,0.639379213
3,26,10,0.788265642
3,26,11,0.914213831
3,26,12,0.849924007
3,26,13,0.76115624
3,26,14,0.612828315
3,26,15,0.415620692
3,26,16,0.148373442
3,26,17,0
3,26,18,0
3,26,19,0
3,26,20,0
3,26,21,0
3,26,22,0
3,26,23,0
3,26,24,0
3,27,1,0
3,27,2,0
3,27,3,0
3,27,4,0
3,27,5,0
3,27,6,0
3,27,7,0.298697637
3,27,8,0.592380509
3,27,9,0.792608934
3,27,10,0.910083271
3,27,11,0.949844131
3,27,12,0.834747823
3,27,13,0.749899517
3,27,14,0.609591035
3,27,15,0.430373694
3,27,16,0.149533119
3,27,17,0
3,27,18,0
3,27,19,0
3,27,20,0
3,27,21,0
3,27,22,0
3,27,23,0
3,27,24,0
3,28,1,0
3,28,2,0
3,28,3,0
3,28,4,0
3,28,5,0
3,28,6,0
3,28,7,0.123493395
3,28,8,0.209916455
3,28,9,0.315870073
3,28,10,0.490769025
3,28,11,0.27114693
3,28,12,0.54163594
3,28,13,0.506978872
3,28,14,0.41114061
3,28,15,0.263887754
3,28,16,0.117357321
3,28,17,0
3,28,18,0
3,28,19,0
3,28,20,0
3,28,21,0
3,28,22,0
3,28,23,0
3,28,24,0
3,29,1,0
3,29,2,0
3,29,3,0
3,29,4,0
3,29,5,0
3,29,6,0
3,29,7,0.031508948
3,29,8,0.083119845
3,29,9,0.168623835
3,29,10,0.362343057
3,29,11,0.779149878
3,29,12,0.585361308
3,29,13,0.539995739
3,29,14,0.317107943
3,29,15,0.202086115
3,29,16,0.128408994
3,29,17,0
3,29,18,0
3,29,19,0
3,29,20,0
3,29,21,0
3,29,22,0
3,29,23,0
3,29,24,0
3,30,1,0
3,30,2,0
3,30,3,0
3,30,4,0
3,30,5,0
3,30,6,0
3,30,7,0.042506871
3,30,8,0.071123973
3,30,9,0.108973891
3,30,10,0.141313792
3,30,11,0.16737589
3,30,12,0.20088385
3,30,13,0.201583773
3,30,14,0.188459623
3,30,15,0.144968824
3,30,16,0.07369767
3,30,17,0
3,30,18,0
3,30,19,0
3,30,20,0
3,30,21,0
3,30,22,0
3,30,23,0
3,30,24,0
3,31,1,0
3,31,2,0
3,31,3,0
3,31,4,0
3,31,5,0
3,31,6,0
3,31,7,0.052166346
3,31,8,0.083978056
3,31,9,0.156660559
3,31,10,0.314522813
3,31,11,0.365645774
3,31,12,0.366173498
3,31,13,0.362677827
3,31,14,0.342844307
3,31,15,0.258513293
3,31,16,0.080360346
3,31,17,0
3,31,18,0
3,31,19,0
3,31,20,0
3,31,21,0
3,31,22,0
3,31,23,0
3,31,24,0
4,1,1,0
4,1,2,0
4,1,3,0
4,1,4,0
4,1,5,0
4,1,6,0
4,1,7,0.057925119
4,1,8,0.1574266
4,1,9,0.255898384
4,1,10,0.357867465
4,1,11,0.380259521
4,1,12,0.380716093
4,1,13,0.834224053
4,1,14,0.574846904
4,1,15,0.424057426
4,1,16,0.10625651
4,1,17,0
4,1,18,0
4,1,19,0
4,1,20,0
4,1,21,0
4,1,22,0
4,1,23,0
4,1,24,0
4,2,1,0
4,2,2,0
4,2,3,0
4,2,4,0
4,2,5,0
4,2,6,0
4,2,7,0.049906818
4,2,8,0.15006173
4,2,9,0.133443073
4,2,10,0.166822299
4,2,11,0.230246869
4,2,12,0.398879431
4,2,13,0.367190276
4,2,14,0.311236952
4,2,15,0.150506752
4,2,16,0.081110523
4,2,17,0
4,2,18,0
4,2,19,0
4,2,20,0
4,2,21,0
4,2,22,0
4,2,23,0
4,2,24,0
4,3,1,0
4,3,2,0
4,3,3,0
4,3,4,0
4,3,5,0
4,3,6,0
4,3,7,0.067427824
4,3,8,0.084784715
4,3,9,0.268938541
4,3,10,0.181102151
4,3,11,0.210165173
4,3,12,0.215781672
4,3,13,0.224203694
4,3,14,0.209159031
4,3,15,0.170700763
4,3,16,0.087150164
4,3,17,0
4,3,18,0
4,3,19,0
4,3,20,0
4,3,21,0
4,3,22,0
4,3,23,0
4,3,24,0
4,4,1,0
4,4,2,0
4,4,3,0
4,4,4,0
4,4,5,0
4,4,6,0
4,4,7,0.035823146
4,4,8,0.086836747
4,4,9,0.155726736
4,4,10,0.301399592
4,4,11,0.344851061
4,4,12,0.381904394
4,4,13,0.34421647
4,4,14,0.321189666
4,4,15,0.150566559
4,4,16,0.125473942
4,4,17,0
4,4,18,0
4,4,19,0
4,4,20,0
4,4,21,0
4,4,22,0
4,4,23,0
4,4,24,0
4,5,1,0
4,5,2,0
4,5,3,0
4,5,4,0
4,5,5,0
4,5,6,0
4,5,7,0.205737998
4,5,8,0.494678028
4,5,9,0.718232957
4,5,10,0.627130337
4,5,11,0.487474784
4,5,12,0.79722888
4,5,13,0.474194894
4,5,14,0.296457311
4,5,15,0.289082323
4,5,16,0.133762863
4,5,17,0
4,5,18,0
4,5,19,0
4,5,20,0
4,5,21,0
4,5,22,0
4,5,23,0
4,5,24,0
4,6,1,0
4,6,2,0
4,6,3,0
4,6,4,0
4,6,5,0
4,6,6,0
4,6,7,0.055115026
4,6,8,0.135617357
4,6,9,0.238702976
4,6,10,0.392417539
4,6,11,0.877282993
4,6,12,0.588313887
4,6,13,0.517482964
4,6,14,0.214858949
4,6,15,0.247462642
4,6,16,0.123521257
4,6,17,0
4,6,18,0
4,6,19,0
4,6,20,0
4,6,21,0
4,6,22,0
4,6,23,0
4,6,24,0
4,7,1,0
4,7,2,0
4,7,3,0
4,7,4,0
4,7,5,0
4,7,6,0
4,7,7,0.071269942
4,7,8,0.152783502
4,7,9,0.302744851
4,7,10,0.638795237
4,7,11,0.350549602
4,7,12,0.849742153
4,7,13,0.77905959
4,7,14,0.671507136
4,7,15,0.405285447
4,7,16,0.148311239
4,7,17,0
4,7,18,0
4,7,19,0
4,7,20,0
4,7,21,0
4,7,22,0
4,7,23,0
4,7,24,0
4,8,1,0
4,8,2,0
4,8,3,0
4,8,4,0
4,8,5,0
4,8,6,0
4,8,7,0.248418218
4,8,8,0.519839796
4,8,9,0.441955206
4,8,10,0.665103003
4,8,11,0.755661119
4,8,12,0.494076678
4,8,13,0.79780026
4,8,14,0.346015398
4,8,15,0.389301708
4,8,16,0.155586374
4,8,17,0
4,8,18,0
4,8,19,0
4,8,20,0
4,8,21,0
4,8,22,0
4,8,23,0
4,8,24,0
4,9,1,0
4,9,2,0
4,9,3,0
4,9,4,0
4,9,5,0
4,9,6,0
4,9,7,0.335114145
4,9,8,0.618867055
4,9,9,0.813665551
4,9,10,0.931319154
4,9,11,0.971156782
4,9,12,0.889107425
4,9,13,0.788401102
4,9,14,0.557120529
4,9,15,0.452315822
4,9,16,0.148037352
4,9,17,0
4,9,18,0
4,9,19,0
4,9,20,0
4,9,21,0
4,9,22,0
4,9,23,0
4,9,24,0
4,10,1,0
4,10,2,0
4,10,3,0
4,10,4,0
4,10,5,0
4,10,6,0
4,10,7,0.099062534
4,10,8,0.136879626
4,10,9,0.21685392
4,10,10,0.207494922
4,10,11,0.217278703
4,10,12,0.41825813
4,10,13,0.271397582
4,10,14,0.299344833
4,10,15,0.239584994
4,10,16,0.147373313
4,10,17,0
4,10,18,0
4,10,19,0
4,10,20,0
4,10,21,0
4,10,22,0
4,10,23,0
4,10,24,0
4,11,1,0
4,11,2,0
4,11,3,0
4,11,4,0
4,11,5,0
4,11,6,0
4,11,7,0.044115522
4,11,8,0.098975745
4,11,9,0.42771506
4,11,10,0.523798732
4,11,11,0.625568287
4,11,12,0.464357281
4,11,13,0.703808862
4,11,14,0.466339058
4,11,15,0.214710658
4,11,16,0.099706209
4,11,17,0
4,11,18,0
4,11,19,0
4,11,20,0
4,11,21,0
4,11,22,0
4,11,23,0
4,11,24,0
4,12,1,0
4,12,2,0
4,12,3,0
4,12,4,0
4,12,5,0
4,12,6,0
4,12,7,0.338502302
4,12,8,0.626036146
4,12,9,0.77616348
4,12,10,0.879939056
4,12,11,0.959789678
4,12,12,0.908401021
4,12,13,0.842986695
4,12,14,0.666849534
4,12,15,0.440158357
4,12,16,0.165337955
4,12,17,0
4,12,18,0
4,12,19,0
4,12,20,0
4,12,21,0
4,12,22,0
4,12,23,0
4,12,24,0
4,13,1,0
4,13,2,0
4,13,3,0
4,13,4,0
4,13,5,0
4,13,6,0
4,13,7,0.380120777
4,13,8,0.664357797
4,13,9,0.851017817
4,13,10,0.94708332
4,13,11,0.882500552
4,13,12,0.901932891
4,13,13,0.881343409
4,13,14,0.687684348
4,13,15,0.462757339
4,13,16,0.168046718
4,13,17,0
4,13,18,0
4,13,19,0
4,13,20,0
4,13,21,0
4,13,22,0
4,13,23,0
4,13,24,0
4,14,1,0
4,14,2,0
4,14,3,0
4,14,4,0
4,14,5,0
4,14,6,0.109578865
4,14,7,0.402946011
4,14,8,0.668530146
4,14,9,0.78661527
4,14,10,0.88834508
4,14,11,0.953742118
4,14,12,0.868871606
4,14,13,0.801045765
4,14,14,0.462723866
4,14,15,0.320506675
4,14,16,0.167550945
4,14,17,0
4,14,18,0
4,14,19,0
4,14,20,0
4,14,21,0
4,14,22,0
4,14,23,0
4,14,24,0
4,15,1,0
4,15,2,0
4,15,3,0
4,15,4,0
4,15,5,0
4,15,6,0.00541078
4,15,7,0.053474625
4,15,8,0.078447417
4,15,9,0.140618504
4,15,10,0.18880852
4,15,11,0.228764073
4,15,12,0.234198385
4,15,13,0.200420635
4,15,14,0.191147089
4,15,15,0.149566291
4,15,16,0.12684616
4,15,17,0
4,15,18,0
4,15,19,0
4,15,20,0
4,15,21,0
4,15,22,0
4,15,23,0
4,15,24,0
4,16,1,0
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0.04133807
4,16,7,0.28888636
4,16,8,0.561329216
4,16,9,0.764578582
4,16,10,0.88496871
4,16,11,0.935469476
4,16,12,0.903197291
4,16,13,0.807021975
4,16,14,0.648778627
4,16,15,0.433364436
4,16,16,0.165565065
4,16,17,0
4,16,18,0
4,16,19,0
4,16,20,0
4,16,21,0
4,16,22,0
4,16,23,0
4,16,24,0
4,17,1,0
4,17,2,0
4,17,3,0
4,17,4,0
4,17,5,0
4,17,6,0.018992241
4,17,7,0.075235174
4,17,8,0.40283406
4,17,9,0.110469165
4,17,10,0.153785811
4,17,11,0.349308122
4,17,12,0.31540622
4,17,13,0.187900136
4,17,14,0.186426839
4,17,15,0.166818894
4,17,16,0.083903454
4,17,17,0
4,17,18,0
4,17,19,0
4,17,20,0
4,17,21,0
4,17,22,0
4,17,23,0
4,17,24,0
4,18,1,0
4,18,2,0
4,18,3,0
4,18,4,0
4,18,5,0
4,18,6,0.116542708
4,18,7,0.4185898
4,18,8,0.687211746
4,18,9,0.8739392
4,18,10,0.928013904
4,18,11,0.90004549
4,18,12,0.665694386
4,18,13,0.701740458
4,18,14,0.615035874
4,18,15,0.455980632
4,18,16,0.155280323
4,18,17,0
4,18,18,0
4,18,19,0
4,18,20,0
4,18,21,0
4,18,22,0
4,18,23,0
4,18,24,0
4,19,1,0
4,19,2,0
4,19,3,0
4,19,4,0
4,19,5,0
4,19,6,0.090207384
4,19,7,0.388857092
4,19,8,0.657437094
4,19,9,0.842072894
4,19,10,0.95512844
4,19,11,0.988151644
4,19,12,0.954029106
4,19,13,0.849609627
4,19,14,0.68009322
4,19,15,0.449326466
4,19,16,0.167754672
4,19,17,0
4,19,18,0
4,19,19,0
4,19,20,0
4,19,21,0
4,19,22,0
4,19,23,0
4,19,24,0
4,20,1,0
4,20,2,0
4,20,3,0
4,20,4,0
4,20,5,0
4,20,6,0.043354645
4,20,7,0.195666158
4,20,8,0.1749171
4,20,9,0.33847173
4,20,10,0.597478472
4,20,11,0.462213714
4,20,12,0.47259172
4,20,13,0.366029481
4,20,14,0.485583005
4,20,15,0.252455998
4,20,16,0.152726254
4,20,17,0
4,20,18,0
4,20,19,0
4,20,20,0
4,20,21,0
4,20,22,0
4,20,23,0
4,20,24,0
4,21,1,0
4,21,2,0
4,21,3,0
4,21,4,0
4,21,5,0
4,21,6,0.006168178
4,21,7,0.061177663
4,21,8,0.097923332
4,21,9,0.131383845
4,21,10,0.171751296
4,21,11,0.205722414
4,21,12,0.215343016
4,21,13,0.252596999
4,21,14,0.207082243
4,21,15,0.168859554
4,21,16,0.092690568
4,21,17,0
4,21,18,0
4,21,19,0
4,21,20,0
4,21,21,0
4,21,22,0
4,21,23,0
4,21,24,0
4,22,1,0
4,22,2,0
4,22,3,0
4,22,4,0
4,22,5,0
4,22,6,0.029382985
4,22,7,0.288282079
4,22,8,0.178978603
4,22,9,0.641318823
4,22,10,0.830556817
4,22,11,0.847598064
4,22,12,0.737997703
4,22,13,0.75883579
4,22,14,0.640308144
4,22,15,0.42614977
4,22,16,0.166618672
4,22,17,0
4,22,18,0
4,22,19,0
4,22,20,0
4,22,21,0
4,22,22,0
4,22,23,0
4,22,24,0
4,23,1,0
4,23,2,0
4,23,3,0
4,23,4,0
4,23,5,0
4,23,6,0.132514464
4,23,7,0.419842721
4,23,8,0.659698485
4,23,9,0.822293872
4,23,10,0.916909054
4,23,11,0.946595071
4,23,12,0.911597013
4,23,13,0.816817093
4,23,14,0.654023177
4,23,15,0.431720415
4,23,16,0.161304901
4,23,17,0
4,23,18,0
4,23,19,0
4,23,20,0
4,23,21,0
4,23,22,0
4,23,23,0
4,23,24,0
4,24,1,0
4,24,2,0
4,24,3,0
4,24,4,0
4,24,5,0
4,24,6,0.07736426
4,24,7,0.344883034
4,24,8,0.614686943
4,24,9,0.708239349
4,24,10,0.801663745
4,24,11,0.884372621
4,24,12,0.77802802
4,24,13,0.721231642
4,24,14,0.503305802
4,24,15,0.321318939
4,24,16,0.167799145
4,24,17,0
4,24,18,0
4,24,19,0
4,24,20,0
4,24,21,0
4,24,22,0
4,24,23,0
4,24,24,0
4,25,1,0
4,25,2,0
4,25,3,0
4,25,4,0
4,25,5,0
4,25,6,0.023468067
4,25,7,0.070365455
4,25,8,0.159362445
4,25,9,0.161635462
4,25,10,0.16186772
4,25,11,0.194611997
4,25,12,0.244621303
4,25,13,0.209383342
4,25,14,0.209617253
4,25,15,0.162865365
4,25,16,0.094232526
4,25,17,0
4,25,18,0
4,25,19,0
4,25,20,0
4,25,21,0
4,25,22,0
4,25,23,0
4,25,24,0
4,26,1,0
4,26,2,0
4,26,3,0
4,26,4,0
4,26,5,0
4,26,6,0.020308528
4,26,7,0.231596686
4,26,8,0.457598205
4,26,9,0.389609333
4,26,10,0.616428829
4,26,11,0.847800297
4,26,12,0.860733726
4,26,13,0.762603888
4,26,14,0.582758052
4,26,15,0.416901241
4,26,16,0.160438151
4,26,17,0
4,26,18,0
4,26,19,0
4,26,20,0
4,26,21,0
4,26,22,0
4,26,23,0
4,26,24,0
4,27,1,0
4,27,2,0
4,27,3,0
4,27,4,0
4,27,5,0
4,27,6,0.066697441
4,27,7,0.334231642
4,27,8,0.559174906
4,27,9,0.701384885
4,27,10,0.807722094
4,27,11,0.834025886
4,27,12,0.837768521
4,27,13,0.719629276
4,27,14,0.549090451
4,27,15,0.380738986
4,27,16,0.14254451
4,27,17,0
4,27,18,0
4,27,19,0
4,27,20,0
4,27,21,0
4,27,22,0
4,27,23,0
4,27,24,0
4,28,1,0
4,28,2,0
4,28,3,0
4,28,4,0
4,28,5,0
4,28,6,0.103178291
4,28,7,0.358459702
4,28,8,0.577953418
4,28,9,0.735252014
4,28,10,0.830989029
4,28,11,0.858510657
4,28,12,0.828931913
4,28,13,0.619252705
4,28,14,0.510013665
4,28,15,0.385621123
4,28,16,0.133024739
4,28,17,0
4,28,18,0
4,28,19,0
4,28,20,0
4,28,21,0
4,28,22,0
4,28,23,0
4,28,24,0
4,29,1,0
4,29,2,0
4,29,3,0
4,29,4,0
4,29,5,0
4,29,6,0.012792552
4,29,7,0.073787084
4,29,8,0.121400211
4,29,9,0.142122179
4,29,10,0.200863078
4,29,11,0.261971153
4,29,12,0.248442718
4,29,13,0.229900425
4,29,14,0.212554712
4,29,15,0.173403458
4,29,16,0.094388166
4,29,17,0
4,29,18,0
4,29,19,0
4,29,20,0
4,29,21,0
4,29,22,0
4,29,23,0
4,29,24,0
4,30,1,0
4,30,2,0
4,30,3,0
4,30,4,0
4,30,5,0
4,30,6,0.020215552
4,30,7,0.072220581
4,30,8,0.130375944
4,30,9,0.169644692
4,30,10,0.216404368
4,30,11,0.257659244
4,30,12,0.245018398
4,30,13,0.243641455
4,30,14,0.216280425
4,30,15,0.27391052
4,30,16,0.156289753
4,30,17,0
4,30,18,0
4,30,19,0
4,30,20,0
4,30,21,0
4,30,22,0
4,30,23,0
4,30,24,0
5,1,1,0
5,1,2,0
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,0.050712145
5,1,7,0.236631509
5,1,8,0.421586047
5,1,9,0.710345222
5,1,10,0.723687692
5,1,11,0.791158301
5,1,12,0.732857873
5,1,13,0.552623123
5,1,14,0.244183311
5,1,15,0.215555927
5,1,16,0.101444927
5,1,17,0
5,1,18,0
5,1,19,0
5,1,20,0
5,1,21,0
5,1,22,0
5,1,23,0
5,1,24,0
5,2,1,0
5,2,2,0
5,2,3,0
5,2,4,0
5,2,5,0
5,2,6,0.034246736
5,2,7,0.118210501
5,2,8,0.155167661
5,2,9,0.208701676
5,2,10,0.277157798
5,2,11,0.60098022
5,2,12,0.365674237
5,2,13,0.428168347
5,2,14,0.239032282
5,2,15,0.265475611
5,2,16,0.118308226
5,2,17,0
5,2,18,0
5,2,19,0
5,2,20,0
5,2,21,0
5,2,22,0
5,2,23,0
5,2,24,0
5,3,1,0
5,3,2,0
5,3,3,0
5,3,4,0
5,3,5,0
5,3,6,0.024798542
5,3,7,0.062456039
5,3,8,0.135070185
5,3,9,0.172720305
5,3,10,0.227487816
5,3,11,0.247500219
5,3,12,0.253368768
5,3,13,0.232150213
5,3,14,0.238159181
5,3,15,0.191223026
5,3,16,0.100596907
5,3,17,0
5,3,18,0
5,3,19,0
5,3,20,0
5,3,21,0
5,3,22,0
5,3,23,0
5,3,24,0
5,4,1,0
5,4,2,0
5,4,3,0
5,4,4,0
5,4,5,0
5,4,6,0.130052539
5,4,7,0.403271735
5,4,8,0.646464877
5,4,9,0.773519637
5,4,10,0.712972677
5,4,11,0.691793499
5,4,12,0.694901255
5,4,13,0.728682347
5,4,14,0.610486042
5,4,15,0.397221927
5,4,16,0.167941155
5,4,17,0
5,4,18,0
5,4,19,0
5,4,20,0
5,4,21,0
5,4,22,0
5,4,23,0
5,4,24,0
5,5,1,0
5,5,2,0
5,5,3,0
5,5,4,0
5,5,5,0
5,5,6,0.025901167
5,5,7,0.077221859
5,5,8,0.235891629
5,5,9,0.310125238
5,5,10,0.347593209
5,5,11,0.315468179
5,5,12,0.414032131
5,5,13,0.393649251
5,5,14,0.353548317
5,5,15,0.263614808
5,5,16,0.149072961
5,5,17,0
5,5,18,0
5,5,19,0
5,5,20,0
5,5,21,0
5,5,22,0
5,5,23,0
5,5,24,0
5,6,1,0
5,6,2,0
5,6,3,0
5,6,4,0
5,6,5,0
5,6,6,0.025625416
5,6,7,0.071629547
5,6,8,0.132771028
5,6,9,0.17250962
5,6,10,0.223307107
5,6,11,0.231949695
5,6,12,0.245083646
5,6,13,0.380304104
5,6,14,0.369831215
5,6,15,0.286757314
5,6,16,0.155641297
5,6,17,0
5,6,18,0
