Month,Day ,Hour,"Daggett, CA"
3,7,13,0.859132515
3,7,14,0.830095881
3,7,15,0.687496289
3,7,16,0.521286617
3,7,17,0.27628355
3,7,18,0
3,7,19,0
3,7,20,0
3,7,21,0
3,7,22,0
3,7,23,0
3,7,24,0
3,8,1,0
3,8,2,0
3,8,3,0
3,8,4,0
3,8,5,0
3,8,6,0
3,8,7,0
3,8,8,0.331790275
3,8,9,0.603870733
3,8,10,0.777799451
3,8,11,0.843986734
3,8,12,0.905459899
3,8,13,0.89088448
3,8,14,0.810551873
3,8,15,0.684140016
3,8,16,0.497127991
3,8,17,0.267898495
3,8,18,0
3,8,19,0
3,8,20,0
3,8,21,0
3,8,22,0
3,8,23,0
3,8,24,0
3,9,1,0
3,9,2,0
3,9,3,0
3,9,4,0
3,9,5,0
3,9,6,0
3,9,7,0
3,9,8,0.306371085
3,9,9,0.504401394
3,9,10,0.716581287
3,9,11,0.813964545
3,9,12,0.849855009
3,9,13,0.871726396
3,9,14,0.813882286
3,9,15,0.704793542
3,9,16,0.511064295
3,9,17,0.274585387
3,9,18,0
3,9,19,0
3,9,20,0
3,9,21,0
3,9,22,0
3,9,23,0
3,9,24,0
3,10,1,0
3,10,2,0
3,10,3,0
3,10,4,0
3,10,5,0
3,10,6,0
3,10,7,0.049869242
3,10,8,0.306780703
3,10,9,0.55573428
3,10,10,0.719603035
3,10,11,0.828961657
3,10,12,0.872627145
3,10,13,0.862445268
3,10,14,0.811423711
3,10,15,0.650983446
3,10,16,0.516998063
3,10,17,0.26604461
3,10,18,0
3,10,19,0
3,10,20,0
3,10,21,0
3,10,22,0
3,10,23,0
3,10,24,0
3,11,1,0
3,11,2,0
3,11,3,0
3,11,4,0
3,11,5,0
3,11,6,0
3,11,7,0.055411912
3,11,8,0.343285466
3,11,9,0.603210825
3,11,10,0.794289424
3,11,11,0.906553671
3,11,12,0.94677503
3,11,13,0.90571516
3,11,14,0.806024174
3,11,15,0.702554267
3,11,16,0.508363732
3,11,17,0.275987019
3,11,18,0
3,11,19,0
3,11,20,0
3,11,21,0
3,11,22,0
3,11,23,0
3,11,24,0
3,12,1,0
3,12,2,0
3,12,3,0
3,12,4,0
3,12,5,0
3,12,6,0
3,12,7,0.057725505
3,12,8,0.333221905
3,12,9,0.570800292
3,12,10,0.747451264
3,12,11,0.84800475
3,12,12,0.924791616
3,12,13,0.913594806
3,12,14,0.804968109
3,12,15,0.697070348
3,12,16,0.525079934
3,12,17,0.267631845
3,12,18,0.01303784
3,12,19,0
3,12,20,0
3,12,21,0
3,12,22,0
3,12,23,0
3,12,24,0
3,13,1,0
3,13,2,0
3,13,3,0
3,13,4,0
3,13,5,0
3,13,6,0
3,13,7,0.021028966
3,13,8,0.220190272
3,13,9,0.476516428
3,13,10,0.738614512
3,13,11,0.487327928
3,13,12,0.796033037
3,13,13,0.869629329
3,13,14,0.85654544
3,13,15,0.72248973
3,13,16,0.450675332
3,13,17,0.260136458
3,13,18,0.012512367
3,13,19,0
3,13,20,0
3,13,21,0
3,13,22,0
3,13,23,0
3,13,24,0
3,14,1,0
3,14,2,0
3,14,3,0
3,14,4,0
3,14,5,0
3,14,6,0
3,14,7,0.062511628
3,14,8,0.264533556
3,14,9,0.240475374
3,14,10,0.757523335
3,14,11,0.8867391
3,14,12,0.936529415
3,14,13,0.913985804
3,14,14,0.841661522
3,14,15,0.695576353
3,14,16,0.505415281
3,14,17,0.266455839
3,14,18,0.013724091
3,14,19,0
3,14,20,0
3,14,21,0
3,14,22,0
3,14,23,0
3,14,24,0
3,15,1,0
3,15,2,0
3,15,3,0
3,15,4,0
3,15,5,0
3,15,6,0
3,15,7,0.006080574
3,15,8,0.0423558
3,15,9,0.363292391
3,15,10,0.291164661
3,15,11,0.124914876
3,15,12,0.130885312
3,15,13,0.13127643
3,15,14,0.201284528
3,15,15,0.12422268
3,15,16,0.127713423
3,15,17,0.065621731
3,15,18,0.002204965
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,15,24,0
3,16,1,0
3,16,2,0
3,16,3,0
3,16,4,0
3,16,5,0
3,16,6,0
3,16,7,0.027785658
3,16,8,0.331407568
3,16,9,0.578392628
3,16,10,0.608711288
3,16,11,0.898559219
3,16,12,0.979205298
3,16,13,0.829895447
3,16,14,0.774159623
3,16,15,0.124188572
3,16,16,0.150115244
3,16,17,0.21228232
3,16,18,0.010253374
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,16,24,0
3,17,1,0
3,17,2,0
3,17,3,0
3,17,4,0
3,17,5,0
3,17,6,0
3,17,7,0.024648869
3,17,8,0.362345867
3,17,9,0.591814254
3,17,10,0.760593388
3,17,11,0.782328253
3,17,12,0.377609841
3,17,13,0.188083207
3,17,14,0.239303492
3,17,15,0.569170588
3,17,16,0.415795736
3,17,17,0.28823143
3,17,18,0.015654955
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,17,24,0
3,18,1,0
3,18,2,0
3,18,3,0
3,18,4,0
3,18,5,0
3,18,6,0
3,18,7,0.075552394
3,18,8,0.344770376
3,18,9,0.584334917
3,18,10,0.766425764
3,18,11,0.904250948
3,18,12,0.887657469
3,18,13,0.890634718
3,18,14,0.82955297
3,18,15,0.738009548
3,18,16,0.535521907
3,18,17,0.29730574
3,18,18,0.017402565
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,18,24,0
3,19,1,0
3,19,2,0
3,19,3,0
3,19,4,0
3,19,5,0
3,19,6,0
3,19,7,0.079889534
3,19,8,0.348879592
3,19,9,0.59776291
3,19,10,0.76739395
3,19,11,0.860837952
3,19,12,0.915311876
3,19,13,0.941716442
3,19,14,0.854959839
3,19,15,0.71443824
3,19,16,0.514876304
3,19,17,0.289000694
3,19,18,0.01731671
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,19,24,0
3,20,1,0
3,20,2,0
3,20,3,0
3,20,4,0
3,20,5,0
3,20,6,0
3,20,7,0.082274189
3,20,8,0.372395184
3,20,9,0.591314651
3,20,10,0.812060927
3,20,11,0.766188946
3,20,12,0.525728147
3,20,13,0.682370236
3,20,14,0.514345797
3,20,15,0.476911389
3,20,16,0.519567462
3,20,17,0.28719899
3,20,18,0.017534855
3,20,19,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,20,24,0
3,21,1,0
3,21,2,0
3,21,3,0
3,21,4,0
3,21,5,0
3,21,6,0
3,21,7,0.079404629
3,21,8,0.335964204
3,21,9,0.593192035
3,21,10,0.762485586
3,21,11,0.858737316
3,21,12,0.926997589
3,21,13,0.926451594
3,21,14,0.866842676
3,21,15,0.711919234
3,21,16,0.531697258
3,21,17,0.288122682
3,21,18,0.017869249
3,21,19,0
3,21,20,0
3,21,21,0
3,21,22,0
3,21,23,0
3,21,24,0
3,22,1,0
3,22,2,0
3,22,3,0
3,22,4,0
3,22,5,0
3,22,6,0
3,22,7,0.086777278
3,22,8,0.348989737
3,22,9,0.589135512
3,22,10,0.751262186
3,22,11,0.843806942
3,22,12,0.928778945
3,22,13,0.867347903
3,22,14,0.837033692
3,22,15,0.700429946
3,22,16,0.490498632
3,22,17,0.28032954
3,22,18,0.018201333
3,22,19,0
3,22,20,0
3,22,21,0
3,22,22,0
3,22,23,0
3,22,24,0
3,23,1,0
3,23,2,0
3,23,3,0
3,23,4,0
3,23,5,0
3,23,6,0
3,23,7,0.084415394
3,23,8,0.346163455
3,23,9,0.593133515
3,23,10,0.775549392
3,23,11,0.856348976
3,23,12,0.908234072
3,23,13,0.893516022
3,23,14,0.823433292
3,23,15,0.681401943
3,23,16,0.508167207
3,23,17,0.283718915
3,23,18,0.018421252
3,23,19,0
3,23,20,0
3,23,21,0
3,23,22,0
3,23,23,0
3,23,24,0
3,24,1,0
3,24,2,0
3,24,3,0
3,24,4,0
3,24,5,0
3,24,6,0
3,24,7,0.091479292
3,24,8,0.380149173
3,24,9,0.629732565
3,24,10,0.799787173
3,24,11,0.916142343
3,24,12,0.964800441
3,24,13,0.937880511
3,24,14,0.735870066
3,24,15,0.22309153
3,24,16,0.492265387
3,24,17,0.280962634
3,24,18,0.018488585
3,24,19,0
3,24,20,0
3,24,21,0
3,24,22,0
3,24,23,0
3,24,24,0
3,25,1,0
3,25,2,0
3,25,3,0
3,25,4,0
3,25,5,0
3,25,6,0
3,25,7,0.087639118
3,25,8,0.319908549
3,25,9,0.590941389
3,25,10,0.79157206
3,25,11,0.896517209
3,25,12,0.90364963
3,25,13,0.925273941
3,25,14,0.826573284
3,25,15,0.705977666
3,25,16,0.476003192
3,25,17,0.284800322
3,25,18,0.019182953
3,25,19,0
3,25,20,0
3,25,21,0
3,25,22,0
3,25,23,0
3,25,24,0
3,26,1,0
3,26,2,0
3,26,3,0
3,26,4,0
3,26,5,0
3,26,6,0
3,26,7,0.090880656
3,26,8,0.366700779
3,26,9,0.614373865
3,26,10,0.7769427
3,26,11,0.865343206
3,26,12,0.887426423
3,26,13,0.823504178
3,26,14,0.845733802
3,26,15,0.590893658
3,26,16,0.503090054
3,26,17,0.241934461
3,26,18,0.016702555
3,26,19,0
3,26,20,0
3,26,21,0
3,26,22,0
3,26,23,0
3,26,24,0
3,27,1,0
3,27,2,0
3,27,3,0
3,27,4,0
3,27,5,0
3,27,6,0
3,27,7,0.058701713
3,27,8,0.308136426
3,27,9,0.603270034
3,27,10,0.754309919
3,27,11,0.829480464
3,27,12,0.886085538
3,27,13,0.924859812
3,27,14,0.817515609
3,27,15,0.676920067
3,27,16,0.471713848
3,27,17,0.282393202
3,27,18,0.019302234
3,27,19,0
3,27,20,0
3,27,21,0
3,27,22,0
3,27,23,0
3,27,24,0
3,28,1,0
3,28,2,0
3,28,3,0
3,28,4,0
3,28,5,0
3,28,6,0
3,28,7,0.099922911
3,28,8,0.368928376
3,28,9,0.64713343
3,28,10,0.827155347
3,28,11,0.888205249
3,28,12,0.986061446
3,28,13,0.928466183
3,28,14,0.841691636
3,28,15,0.670840398
3,28,16,0.503331813
3,28,17,0.292735
3,28,18,0.020130988
3,28,19,0
3,28,20,0
3,28,21,0
3,28,22,0
3,28,23,0
3,28,24,0
3,29,1,0
3,29,2,0
3,29,3,0
3,29,4,0
3,29,5,0
3,29,6,0
3,29,7,0.102128606
3,29,8,0.372123206
3,29,9,0.621021584
3,29,10,0.801643089
3,29,11,0.921063242
3,29,12,0.984243397
3,29,13,0.963501503
3,29,14,0.867457832
3,29,15,0.737980264
3,29,16,0.54477382
3,29,17,0.286084569
3,29,18,0.019615094
3,29,19,0
3,29,20,0
3,29,21,0
3,29,22,0
3,29,23,0
3,29,24,0
3,30,1,0
3,30,2,0
3,30,3,0
3,30,4,0
3,30,5,0
3,30,6,0
3,30,7,0.101730287
3,30,8,0.37133628
3,30,9,0.599997524
3,30,10,0.77641348
3,30,11,0.856949557
3,30,12,0.914051656
3,30,13,0.886716121
3,30,14,0.850437886
3,30,15,0.705154222
3,30,16,0.527665579
3,30,17,0.284207917
3,30,18,0.020027844
3,30,19,0
3,30,20,0
3,30,21,0
3,30,22,0
3,30,23,0
3,30,24,0
3,31,1,0
3,31,2,0
3,31,3,0
3,31,4,0
3,31,5,0
3,31,6,0
3,31,7,0.108264372
3,31,8,0.361295925
3,31,9,0.590218977
3,31,10,0.784574139
3,31,11,0.841922745
3,31,12,0.918536269
3,31,13,0.89723754
3,31,14,0.82914464
3,31,15,0.71253834
3,31,16,0.492992224
3,31,17,0.263555951
3,31,18,0.01901607
3,31,19,0
3,31,20,0
3,31,21,0
3,31,22,0
3,31,23,0
3,31,24,0
4,1,1,0
4,1,2,0
4,1,3,0
4,1,4,0
4,1,5,0
4,1,6,0
4,1,7,0.103863425
4,1,8,0.367143992
4,1,9,0.581893381
4,1,10,0.729063726
4,1,11,0.848736111
4,1,12,0.958173788
4,1,13,0.868794986
4,1,14,0.792948229
4,1,15,0.555048946
4,1,16,0.346825512
4,1,17,0.07064892
4,1,18,0.00577267
4,1,19,0
4,1,20,0
4,1,21,0
4,1,22,0
4,1,23,0
4,1,24,0
4,2,1,0
4,2,2,0
4,2,3,0
4,2,4,0
4,2,5,0
4,2,6,0
4,2,7,0.107643812
4,2,8,0.380509997
4,2,9,0.607576273
4,2,10,0.768783586
4,2,11,0.881626369
4,2,12,0.921504599
4,2,13,0.842678948
4,2,14,0.775072764
4,2,15,0.659965568
4,2,16,0.460723596
4,2,17,0.245963511
4,2,18,0.018553671
4,2,19,0
4,2,20,0
4,2,21,0
4,2,22,0
4,2,23,0
4,2,24,0
4,3,1,0
4,3,2,0
4,3,3,0
4,3,4,0
4,3,5,0
4,3,6,0
4,3,7,0.107792472
4,3,8,0.374377639
4,3,9,0.585672362
4,3,10,0.747114118
4,3,11,0.841535034
4,3,12,0.851827224
4,3,13,0.835518385
4,3,14,0.775491526
4,3,15,0.669714203
4,3,16,0.482936165
4,3,17,0.256649777
4,3,18,0.019565435
4,3,19,0
4,3,20,0
4,3,21,0
4,3,22,0
4,3,23,0
4,3,24,0
4,4,1,0
4,4,2,0
4,4,3,0
4,4,4,0
4,4,5,0
4,4,6,0
4,4,7,0.105103936
4,4,8,0.362498941
4,4,9,0.583679356
4,4,10,0.722953993
4,4,11,0.823889648
4,4,12,0.837220699
4,4,13,0.763560514
4,4,14,0.774492835
4,4,15,0.630373824
4,4,16,0.471063249
4,4,17,0.24782748
4,4,18,0
4,4,19,0
4,4,20,0
4,4,21,0
4,4,22,0
4,4,23,0
4,4,24,0
4,5,1,0
4,5,2,0
4,5,3,0
4,5,4,0
4,5,5,0
4,5,6,0
4,5,7,0.114544088
4,5,8,0.386191474
4,5,9,0.616367423
4,5,10,0.774467721
4,5,11,0.872180988
4,5,12,0.909221416
4,5,13,0.888760063
4,5,14,0.7163022
4,5,15,0.611409539
4,5,16,0.472816929
4,5,17,0.252318052
4,5,18,0
4,5,19,0
4,5,20,0
4,5,21,0
4,5,22,0
4,5,23,0
4,5,24,0
4,6,1,0
4,6,2,0
4,6,3,0
4,6,4,0
4,6,5,0
4,6,6,0
4,6,7,0.120722957
4,6,8,0.382748355
4,6,9,0.622331506
4,6,10,0.740687561
4,6,11,0.880146073
4,6,12,0.876230718
4,6,13,0.805503405
4,6,14,0.74965713
4,6,15,0.558838925
4,6,16,0.434600044
4,6,17,0.214033756
4,6,18,0
4,6,19,0
4,6,20,0
4,6,21,0
4,6,22,0
4,6,23,0
4,6,24,0
4,7,1,0
4,7,2,0
4,7,3,0
4,7,4,0
4,7,5,0
4,7,6,0
4,7,7,0.10651705
4,7,8,0.302613917
4,7,9,0.594897416
4,7,10,0.753106622
4,7,11,0.831561198
4,7,12,0.852278845
4,7,13,0.861588866
4,7,14,0.784619313
4,7,15,0.585054836
4,7,16,0.387483147
4,7,17,0.170304107
4,7,18,0
4,7,19,0
4,7,20,0
4,7,21,0
4,7,22,0
4,7,23,0
4,7,24,0
4,8,1,0
4,8,2,0
4,8,3,0
4,8,4,0
4,8,5,0
4,8,6,0
4,8,7,0.074778201
4,8,8,0.349297329
4,8,9,0.555706889
4,8,10,0.696099667
4,8,11,0.758192567
4,8,12,0.812515067
4,8,13,0.829061142
4,8,14,0.719473627
4,8,15,0.591699235
4,8,16,0.47525117
4,8,17,0.240233726
4,8,18,0
4,8,19,0
4,8,20,0
4,8,21,0
4,8,22,0
4,8,23,0
4,8,24,0
4,9,1,0
4,9,2,0
4,9,3,0
4,9,4,0
4,9,5,0
4,9,6,0
4,9,7,0.115983291
4,9,8,0.366879304
4,9,9,0.577175922
4,9,10,0.726270327
4,9,11,0.824014371
4,9,12,0.842156226
4,9,13,0.837030161
4,9,14,0.783934647
4,9,15,0.628578741
4,9,16,0.460139993
4,9,17,0.141668376
4,9,18,0
4,9,19,0
4,9,20,0
4,9,21,0
4,9,22,0
4,9,23,0
4,9,24,0
4,10,1,0
4,10,2,0
4,10,3,0
4,10,4,0
4,10,5,0
4,10,6,0
4,10,7,0.127057443
4,10,8,0.400899331
4,10,9,0.628489893
4,10,10,0.786813522
4,10,11,0.885189393
4,10,12,0.91772766
4,10,13,0.902352156
4,10,14,0.783730123
4,10,15,0.635480452
4,10,16,0.457195361
4,10,17,0.24792694
4,10,18,0
4,10,19,0
4,10,20,0
4,10,21,0
4,10,22,0
4,10,23,0
4,10,24,0
4,11,1,0
4,11,2,0
4,11,3,0
4,11,4,0
4,11,5,0
4,11,6,0
4,11,7,0.126417642
4,11,8,0.389746321
4,11,9,0.59451947
4,11,10,0.720917287
4,11,11,0.832533617
4,11,12,0.892570142
4,11,13,0.894115976
4,11,14,0.782011018
4,11,15,0.62181598
4,11,16,0.478470353
4,11,17,0.242791184
4,11,18,0
4,11,19,0
4,11,20,0
4,11,21,0
4,11,22,0
4,11,23,0
4,11,24,0
4,12,1,0
4,12,2,0
4,12,3,0
4,12,4,0
4,12,5,0
4,12,6,0
4,12,7,0.131444588
4,12,8,0.390321802
4,12,9,0.583769765
4,12,10,0.745572251
4,12,11,0.815457378
4,12,12,0.867906214
4,12,13,0.870124805
4,12,14,0.784455389
4,12,15,0.625546009
4,12,16,0.478276035
4,12,17,0.253564964
4,12,18,0
4,12,19,0
4,12,20,0
4,12,21,0
4,12,22,0
4,12,23,0
4,12,24,0
4,13,1,0
4,13,2,0
4,13,3,0
4,13,4,0
4,13,5,0
4,13,6,0
4,13,7,0.127531558
4,13,8,0.395880773
4,13,9,0.590065168
4,13,10,0.72999022
4,13,11,0.846156315
4,13,12,0.844158023
4,13,13,0.843445901
4,13,14,0.746070463
4,13,15,0.626625469
4,13,16,0.445073788
4,13,17,0.24241921
4,13,18,0
4,13,19,0
4,13,20,0
4,13,21,0
4,13,22,0
4,13,23,0
4,13,24,0
4,14,1,0
4,14,2,0
4,14,3,0
4,14,4,0
4,14,5,0
4,14,6,0
4,14,7,0.134694302
4,14,8,0.407113029
4,14,9,0.640513727
4,14,10,0.755339673
4,14,11,0.827546632
4,14,12,0.860838715
4,14,13,0.888530795
4,14,14,0.819339421
4,14,15,0.104925587
4,14,16,0.19973412
4,14,17,0.266608661
4,14,18,0
4,14,19,0
4,14,20,0
4,14,21,0
4,14,22,0
4,14,23,0
4,14,24,0
4,15,1,0
4,15,2,0
4,15,3,0
4,15,4,0
4,15,5,0
4,15,6,0
4,15,7,0.136928455
4,15,8,0.413581089
4,15,9,0.591538636
4,15,10,0.812482792
4,15,11,0.911796941
4,15,12,0.952608562
4,15,13,0.866628653
4,15,14,0.776728866
4,15,15,0.646540534
4,15,16,0.473986325
4,15,17,0.260986601
4,15,18,0
4,15,19,0
4,15,20,0
4,15,21,0
4,15,22,0
4,15,23,0
4,15,24,0
4,16,1,0
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0
4,16,7,0.127519998
4,16,8,0.396047206
4,16,9,0.626394733
4,16,10,0.764378747
4,16,11,0.849615215
4,16,12,0.867364631
4,16,13,0.870847036
4,16,14,0.829370023
4,16,15,0.676696516
4,16,16,0.494258285
4,16,17,0.256122413
4,16,18,0
4,16,19,0
4,16,20,0
4,16,21,0
4,16,22,0
4,16,23,0
4,16,24,0
4,17,1,0
4,17,2,0
4,17,3,0
4,17,4,0
4,17,5,0
4,17,6,0
4,17,7,0.135499902
4,17,8,0.393046151
4,17,9,0.603282626
4,17,10,0.760588819
4,17,11,0.848225624
4,17,12,0.869825146
4,17,13,0.881306275
4,17,14,0.788106675
4,17,15,0.674803585
4,17,16,0.495631767
4,17,17,0.251373805
4,17,18,0
4,17,19,0
4,17,20,0
4,17,21,0
4,17,22,0
4,17,23,0
4,17,24,0
4,18,1,0
4,18,2,0
4,18,3,0
4,18,4,0
4,18,5,0
4,18,6,0
4,18,7,0.13912567
4,18,8,0.417324894
4,18,9,0.643981579
4,18,10,0.800659721
4,18,11,0.849914433
4,18,12,0.908519248
4,18,13,0.920534361
4,18,14,0.808175996
4,18,15,0.64846165
4,18,16,0.475759445
4,18,17,0.257389767
4,18,18,0
4,18,19,0
4,18,20,0
4,18,21,0
4,18,22,0
4,18,23,0
4,18,24,0
4,19,1,0
4,19,2,0
4,19,3,0
4,19,4,0
4,19,5,0
4,19,6,0
4,19,7,0.139122682
4,19,8,0.40341525
4,19,9,0.615694526
4,19,10,0.796708776
4,19,11,0.902694286
4,19,12,0.891657766
4,19,13,0.873659689
4,19,14,0.806786606
4,19,15,0.701784207
4,19,16,0.506893056
4,19,17,0.264169889
4,19,18,0
4,19,19,0
4,19,20,0
4,19,21,0
4,19,22,0
4,19,23,0
4,19,24,0
4,20,1,0
4,20,2,0
4,20,3,0
4,20,4,0
4,20,5,0
4,20,6,0
4,20,7,0.148709406
4,20,8,0.393827894
4,20,9,0.581108163
4,20,10,0.786642665
4,20,11,0.890294955
4,20,12,0.922952733
4,20,13,0.901768199
4,20,14,0.814542569
4,20,15,0.667986724
4,20,16,0.453060714
4,20,17,0.253090827
4,20,18,0
4,20,19,0
4,20,20,0
4,20,21,0
4,20,22,0
4,20,23,0
4,20,24,0
4,21,1,0
4,21,2,0
4,21,3,0
4,21,4,0
4,21,5,0
4,21,6,0
4,21,7,0.143627434
4,21,8,0.417194505
4,21,9,0.609045282
4,21,10,0.794955543
4,21,11,0.882772885
4,21,12,0.904392841
4,21,13,0.889309666
4,21,14,0.816458339
4,21,15,0.678971659
4,21,16,0.502222907
4,21,17,0.25740639
4,21,18,0
4,21,19,0
4,21,20,0
4,21,21,0
4,21,22,0
4,21,23,0
4,21,24,0
4,22,1,0
4,22,2,0
4,22,3,0
4,22,4,0
4,22,5,0
4,22,6,0
4,22,7,0.147374495
4,22,8,0.414333703
4,22,9,0.624141131
4,22,10,0.77206716
4,22,11,0.869524876
4,22,12,0.891202324
4,22,13,0.879867558
4,22,14,0.818632892
4,22,15,0.682049153
4,22,16,0.496409337
4,22,17,0.257275436
4,22,18,0
4,22,19,0
4,22,20,0
4,22,21,0
4,22,22,0
4,22,23,0
4,22,24,0
4,23,1,0
4,23,2,0
4,23,3,0
4,23,4,0
4,23,5,0
4,23,6,0
4,23,7,0.147090668
4,23,8,0.382720157
4,23,9,0.59827884
4,23,10,0.768259386
4,23,11,0.855916926
4,23,12,0.878032997
4,23,13,0.854228745
4,23,14,0.805445116
4,23,15,0.644510363
4,23,16,0.467909515
4,23,17,0.246654715
4,23,18,0
4,23,19,0
4,23,20,0
4,23,21,0
4,23,22,0
4,23,23,0
4,23,24,0
4,24,1,0
4,24,2,0
4,24,3,0
4,24,4,0
4,24,5,0
4,24,6,0
4,24,7,0.153593909
4,24,8,0.416822456
4,24,9,0.630979157
4,24,10,0.735182806
4,24,11,0.835038776
4,24,12,0.849682598
4,24,13,0.837828651
4,24,14,0.799479164
4,24,15,0.643456313
4,24,16,0.47089118
4,24,17,0.244616682
4,24,18,0
4,24,19,0
4,24,20,0
4,24,21,0
4,24,22,0
4,24,23,0
4,24,24,0
4,25,1,0
4,25,2,0
4,25,3,0
4,25,4,0
4,25,5,0
4,25,6,0
4,25,7,0.148592015
4,25,8,0.392682928
4,25,9,0.598820014
4,25,10,0.750089244
4,25,11,0.837258558
4,25,12,0.859177806
4,25,13,0.842719073
4,25,14,0.762344437
4,25,15,0.640400765
4,25,16,0.462053081
4,25,17,0.245753152
4,25,18,0.040111383
4,25,19,0
4,25,20,0
4,25,21,0
4,25,22,0
4,25,23,0
4,25,24,0
4,26,1,0
4,26,2,0
4,26,3,0
4,26,4,0
4,26,5,0
4,26,6,0
4,26,7,0.148068022
4,26,8,0.394856383
4,26,9,0.60621608
4,26,10,0.704488647
4,26,11,0.805630049
4,26,12,0.835631577
4,26,13,0.834527937
4,26,14,0.776315452
4,26,15,0.617234363
4,26,16,0.430191311
4,26,17,0.242375568
4,26,18,0.036791638
4,26,19,0
4,26,20,0
4,26,21,0
4,26,22,0
4,26,23,0
4,26,24,0
4,27,1,0
4,27,2,0
4,27,3,0
4,27,4,0
4,27,5,0
4,27,6,0
4,27,7,0.149362802
4,27,8,0.405589319
4,27,9,0.614344574
4,27,10,0.755927512
4,27,11,0.831728545
4,27,12,0.882775582
4,27,13,0.832292454
4,27,14,0.739569366
4,27,15,0.612586027
4,27,16,0.445840117
4,27,17,0.233698464
4,27,18,0.035653956
4,27,19,0
4,27,20,0
4,27,21,0
4,27,22,0
4,27,23,0
4,27,24,0
4,28,1,0
4,28,2,0
4,28,3,0
4,28,4,0
4,28,5,0
4,28,6,0
4,28,7,0.152488639
4,28,8,0.404663723
4,28,9,0.616446575
4,28,10,0.772069356
4,28,11,0.86568826
4,28,12,0.896984241
4,28,13,0.823289744
4,28,14,0.674591999
4,28,15,0.535428997
4,28,16,0.270532405
4,28,17,0.250221055
4,28,18,0.031537111
4,28,19,0
4,28,20,0
4,28,21,0
4,28,22,0
4,28,23,0
4,28,24,0
4,29,1,0
4,29,2,0
4,29,3,0
4,29,4,0
4,29,5,0
4,29,6,0
4,29,7,0.15443004
4,29,8,0.415666297
4,29,9,0.62740867
4,29,10,0.769382466
4,29,11,0.864247472
4,29,12,0.885911821
4,29,13,0.869605454
4,29,14,0.775522172
4,29,15,0.661383091
4,29,16,0.464914917
4,29,17,0.237956114
4,29,18,0.036093779
4,29,19,0
4,29,20,0
4,29,21,0
4,29,22,0
4,29,23,0
4,29,24,0
4,30,1,0
4,30,2,0
4,30,3,0
4,30,4,0
4,30,5,0
4,30,6,0
4,30,7,0.154170552
4,30,8,0.406006357
4,30,9,0.616844714
4,30,10,0.743176566
4,30,11,0.836420644
4,30,12,0.882945102
4,30,13,0.85722314
4,30,14,0.781388173
4,30,15,0.646890954
4,30,16,0.446760722
4,30,17,0.241756215
4,30,18,0.039077382
4,30,19,0
4,30,20,0
4,30,21,0
4,30,22,0
4,30,23,0
4,30,24,0
5,1,1,0
5,1,2,0
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,0
5,1,7,0.135522015
5,1,8,0.381809452
5,1,9,0.595281184
5,1,10,0.697124939
5,1,11,0.809174723
5,1,12,0.858198981
5,1,13,0.85287459
5,1,14,0.775323422
5,1,15,0.634003536
5,1,16,0.473499101
5,1,17,0.250345083
5,1,18,0.036313668
5,1,19,0
5,1,20,0
5,1,21,0
5,1,22,0
5,1,23,0
5,1,24,0
5,2,1,0
5,2,2,0
5,2,3,0
5,2,4,0
5,2,5,0
5,2,6,0
5,2,7,0.1396007
5,2,8,0.410252123
5,2,9,0.628478738
5,2,10,0.751274616
5,2,11,0.859135194
5,2,12,0.882909175
5,2,13,0.857082342
5,2,14,0.792555612
5,2,15,0.649839839
5,2,16,0.463871277
5,2,17,0.230747769
5,2,18,0.041093661
5,2,19,0
5,2,20,0
5,2,21,0
5,2,22,0
5,2,23,0
5,2,24,0
5,3,1,0
5,3,2,0
5,3,3,0
5,3,4,0
5,3,5,0
5,3,6,0
5,3,7,0.152105662
5,3,8,0.38937444
5,3,9,0.598853497
5,3,10,0.707684522
5,3,11,0.800237159
5,3,12,0.810069795
5,3,13,0.813322723
5,3,14,0.731241356
5,3,15,0.625596366
5,3,16,0.462385984
5,3,17,0.236840872
5,3,18,0.039551326
5,3,19,0
5,3,20,0
5,3,21,0
5,3,22,0
5,3,23,0
5,3,24,0
5,4,1,0
5,4,2,0
5,4,3,0
5,4,4,0
5,4,5,0
5,4,6,0
5,4,7,0.153485641
5,4,8,0.392005341
5,4,9,0.595833786
5,4,10,0.755914597
5,4,11,0.813137041
5,4,12,0.82588888
5,4,13,0.823055563
5,4,14,0.616318559
5,4,15,0.532658494
5,4,16,0.359554716
5,4,17,0.143664809
5,4,18,0.04097112
5,4,19,0
5,4,20,0
5,4,21,0
5,4,22,0
5,4,23,0
5,4,24,0
5,5,1,0
5,5,2,0
5,5,3,0
5,5,4,0
5,5,5,0
5,5,6,0
